Module	Section	Sample Name	Source
Pre-alignment Quality Control	all_sections	FUSCCTNBC083.TT_WES_R1	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-fastqc/shard-21/FUSCCTNBC083.TT_WES_R1_fastqc.zip
Pre-alignment Quality Control	all_sections	FUSCCTNBC083.TT_WES_R2	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-fastqc/shard-21/FUSCCTNBC083.TT_WES_R2_fastqc.zip
Pre-alignment Quality Control	all_sections	R20022112-Nova123-B130121_combined_R1	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-fastqc/shard-10/R20022112-Nova123-B130121_combined_R1_fastqc.zip
Pre-alignment Quality Control	all_sections	R20022112-Nova123-B130121_combined_R2	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-fastqc/shard-10/R20022112-Nova123-B130121_combined_R2_fastqc.zip
Pre-alignment Quality Control	all_sections	R20022112-Nova123-B132829_combined_R1	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-fastqc/shard-3/R20022112-Nova123-B132829_combined_R1_fastqc.zip
Pre-alignment Quality Control	all_sections	R20022112-Nova123-B132829_combined_R2	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-fastqc/shard-3/R20022112-Nova123-B132829_combined_R2_fastqc.zip
Pre-alignment Quality Control	all_sections	R20022112-Nova123-B130792_combined_R2	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-fastqc/shard-4/R20022112-Nova123-B130792_combined_R2_fastqc.zip
Pre-alignment Quality Control	all_sections	R20022112-Nova123-B130792_combined_R1	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-fastqc/shard-4/R20022112-Nova123-B130792_combined_R1_fastqc.zip
Pre-alignment Quality Control	all_sections	R20022112-Nova123-B132234_combined_R1	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-fastqc/shard-5/R20022112-Nova123-B132234_combined_R1_fastqc.zip
Pre-alignment Quality Control	all_sections	R20022112-Nova123-B132234_combined_R2	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-fastqc/shard-5/R20022112-Nova123-B132234_combined_R2_fastqc.zip
Pre-alignment Quality Control	all_sections	R20022112-Nova123-B131005_combined_R1	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-fastqc/shard-2/R20022112-Nova123-B131005_combined_R1_fastqc.zip
Pre-alignment Quality Control	all_sections	R20022112-Nova123-B131005_combined_R2	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-fastqc/shard-2/R20022112-Nova123-B131005_combined_R2_fastqc.zip
Post-alignment Quality Control	genome_results	Quartet_DNA_ILM_XTen_NVG_LCL6_3_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-9/Quartet_DNA_ILM_XTen_NVG_LCL6_3_20170531.sorted.deduped/genome_results.txt
Post-alignment Quality Control	genome_results	Quartet_DNA_ILM_XTen_NVG_LCL8_2_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-7/Quartet_DNA_ILM_XTen_NVG_LCL8_2_20170531.sorted.deduped/genome_results.txt
Post-alignment Quality Control	genome_results	Quartet_DNA_ILM_XTen_NVG_LCL5_1_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-0/Quartet_DNA_ILM_XTen_NVG_LCL5_1_20170531.sorted.deduped/genome_results.txt
Post-alignment Quality Control	genome_results	Quartet_DNA_ILM_XTen_NVG_LCL6_1_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-1/Quartet_DNA_ILM_XTen_NVG_LCL6_1_20170531.sorted.deduped/genome_results.txt
Post-alignment Quality Control	genome_results	Quartet_DNA_ILM_XTen_NVG_LCL7_2_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-6/Quartet_DNA_ILM_XTen_NVG_LCL7_2_20170531.sorted.deduped/genome_results.txt
Post-alignment Quality Control	genome_results	Quartet_DNA_ILM_XTen_NVG_LCL5_3_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-8/Quartet_DNA_ILM_XTen_NVG_LCL5_3_20170531.sorted.deduped/genome_results.txt
Post-alignment Quality Control	genome_results	Quartet_DNA_ILM_XTen_NVG_LCL8_3_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-11/Quartet_DNA_ILM_XTen_NVG_LCL8_3_20170531.sorted.deduped/genome_results.txt
Post-alignment Quality Control	genome_results	Quartet_DNA_ILM_XTen_NVG_LCL7_3_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-10/Quartet_DNA_ILM_XTen_NVG_LCL7_3_20170531.sorted.deduped/genome_results.txt
Post-alignment Quality Control	genome_results	Quartet_DNA_ILM_XTen_NVG_LCL8_1_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-3/Quartet_DNA_ILM_XTen_NVG_LCL8_1_20170531.sorted.deduped/genome_results.txt
Post-alignment Quality Control	genome_results	Quartet_DNA_ILM_XTen_NVG_LCL5_2_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-4/Quartet_DNA_ILM_XTen_NVG_LCL5_2_20170531.sorted.deduped/genome_results.txt
Post-alignment Quality Control	genome_results	Quartet_DNA_ILM_XTen_NVG_LCL6_2_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-5/Quartet_DNA_ILM_XTen_NVG_LCL6_2_20170531.sorted.deduped/genome_results.txt
Post-alignment Quality Control	genome_results	Quartet_DNA_ILM_XTen_NVG_LCL7_1_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-2/Quartet_DNA_ILM_XTen_NVG_LCL7_1_20170531.sorted.deduped/genome_results.txt
Post-alignment Quality Control	genome_results	FUSCCTNBC330.TT_WES	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-23/FUSCCTNBC330.TT_WES.sorted/genome_results.txt
Post-alignment Quality Control	genome_results	FUSCCTNBC467.WBC_WES	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-24/FUSCCTNBC467.WBC_WES.sorted/genome_results.txt
Post-alignment Quality Control	genome_results	FUSCCTNBC467.TT_WES	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-25/FUSCCTNBC467.TT_WES.sorted/genome_results.txt
Post-alignment Quality Control	genome_results	FUSCCTNBC330.WBC_WES	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-22/FUSCCTNBC330.WBC_WES.sorted/genome_results.txt
Post-alignment Quality Control	genome_results	R20022112-Nova123-B132159_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-9/R20022112-Nova123-B132159_combined.sorted_bamqc/genome_results.txt
Post-alignment Quality Control	genome_results	R20022112-Nova123-B130362_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-7/R20022112-Nova123-B130362_combined.sorted_bamqc/genome_results.txt
Post-alignment Quality Control	genome_results	R20022112-Nova123-B130778_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-0/R20022112-Nova123-B130778_combined.sorted_bamqc/genome_results.txt
Post-alignment Quality Control	genome_results	R20022112-Nova123-B132148_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-1/R20022112-Nova123-B132148_combined.sorted_bamqc/genome_results.txt
Post-alignment Quality Control	genome_results	R20022112-Nova123-B130128_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-6/R20022112-Nova123-B130128_combined.sorted_bamqc/genome_results.txt
Post-alignment Quality Control	genome_results	R20022112-Nova123-B130774_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-8/R20022112-Nova123-B130774_combined.sorted_bamqc/genome_results.txt
Post-alignment Quality Control	genome_results	R20022112-Nova123-B130331_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-11/R20022112-Nova123-B130331_combined.sorted_bamqc/genome_results.txt
Post-alignment Quality Control	genome_results	FUSCCTNBC083.WBC_WES	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-20/FUSCCTNBC083.WBC_WES.sorted/genome_results.txt
Post-alignment Quality Control	genome_results	FUSCCTNBC083.TT_WES	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-21/FUSCCTNBC083.TT_WES.sorted/genome_results.txt
Post-alignment Quality Control	genome_results	R20022112-Nova123-B130121_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-10/R20022112-Nova123-B130121_combined.sorted_bamqc/genome_results.txt
Post-alignment Quality Control	genome_results	R20022112-Nova123-B132829_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-3/R20022112-Nova123-B132829_combined.sorted_bamqc/genome_results.txt
Post-alignment Quality Control	genome_results	R20022112-Nova123-B130792_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-4/R20022112-Nova123-B130792_combined.sorted_bamqc/genome_results.txt
Post-alignment Quality Control	genome_results	R20022112-Nova123-B132234_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-5/R20022112-Nova123-B132234_combined.sorted_bamqc/genome_results.txt
Post-alignment Quality Control	genome_results	R20022112-Nova123-B131005_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-2/R20022112-Nova123-B131005_combined.sorted_bamqc/genome_results.txt
Post-alignment Quality Control	coverage_histogram	Quartet_DNA_ILM_XTen_NVG_LCL6_3_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-9/Quartet_DNA_ILM_XTen_NVG_LCL6_3_20170531.sorted.deduped/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	Quartet_DNA_ILM_XTen_NVG_LCL8_2_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-7/Quartet_DNA_ILM_XTen_NVG_LCL8_2_20170531.sorted.deduped/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	Quartet_DNA_ILM_XTen_NVG_LCL5_1_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-0/Quartet_DNA_ILM_XTen_NVG_LCL5_1_20170531.sorted.deduped/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	Quartet_DNA_ILM_XTen_NVG_LCL6_1_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-1/Quartet_DNA_ILM_XTen_NVG_LCL6_1_20170531.sorted.deduped/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	Quartet_DNA_ILM_XTen_NVG_LCL7_2_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-6/Quartet_DNA_ILM_XTen_NVG_LCL7_2_20170531.sorted.deduped/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	Quartet_DNA_ILM_XTen_NVG_LCL5_3_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-8/Quartet_DNA_ILM_XTen_NVG_LCL5_3_20170531.sorted.deduped/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	Quartet_DNA_ILM_XTen_NVG_LCL8_3_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-11/Quartet_DNA_ILM_XTen_NVG_LCL8_3_20170531.sorted.deduped/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	Quartet_DNA_ILM_XTen_NVG_LCL7_3_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-10/Quartet_DNA_ILM_XTen_NVG_LCL7_3_20170531.sorted.deduped/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	Quartet_DNA_ILM_XTen_NVG_LCL8_1_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-3/Quartet_DNA_ILM_XTen_NVG_LCL8_1_20170531.sorted.deduped/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	Quartet_DNA_ILM_XTen_NVG_LCL5_2_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-4/Quartet_DNA_ILM_XTen_NVG_LCL5_2_20170531.sorted.deduped/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	Quartet_DNA_ILM_XTen_NVG_LCL6_2_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-5/Quartet_DNA_ILM_XTen_NVG_LCL6_2_20170531.sorted.deduped/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	Quartet_DNA_ILM_XTen_NVG_LCL7_1_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-2/Quartet_DNA_ILM_XTen_NVG_LCL7_1_20170531.sorted.deduped/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	FUSCCTNBC330.TT_WES	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-23/FUSCCTNBC330.TT_WES.sorted/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	FUSCCTNBC467.WBC_WES	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-24/FUSCCTNBC467.WBC_WES.sorted/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	FUSCCTNBC467.TT_WES	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-25/FUSCCTNBC467.TT_WES.sorted/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	FUSCCTNBC330.WBC_WES	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-22/FUSCCTNBC330.WBC_WES.sorted/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	R20022112-Nova123-B132159_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-9/R20022112-Nova123-B132159_combined.sorted_bamqc/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	R20022112-Nova123-B130362_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-7/R20022112-Nova123-B130362_combined.sorted_bamqc/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	R20022112-Nova123-B130778_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-0/R20022112-Nova123-B130778_combined.sorted_bamqc/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	R20022112-Nova123-B132148_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-1/R20022112-Nova123-B132148_combined.sorted_bamqc/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	R20022112-Nova123-B130128_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-6/R20022112-Nova123-B130128_combined.sorted_bamqc/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	R20022112-Nova123-B130774_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-8/R20022112-Nova123-B130774_combined.sorted_bamqc/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	R20022112-Nova123-B130331_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-11/R20022112-Nova123-B130331_combined.sorted_bamqc/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	FUSCCTNBC083.WBC_WES	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-20/FUSCCTNBC083.WBC_WES.sorted/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	FUSCCTNBC083.TT_WES	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-21/FUSCCTNBC083.TT_WES.sorted/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	R20022112-Nova123-B130121_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-10/R20022112-Nova123-B130121_combined.sorted_bamqc/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	R20022112-Nova123-B132829_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-3/R20022112-Nova123-B132829_combined.sorted_bamqc/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	R20022112-Nova123-B130792_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-4/R20022112-Nova123-B130792_combined.sorted_bamqc/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	R20022112-Nova123-B132234_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-5/R20022112-Nova123-B132234_combined.sorted_bamqc/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	coverage_histogram	R20022112-Nova123-B131005_combined	/Users/yaqing/Documents/Program/quartet-dna/choppy_app_picture/dnaseq_test_data/call-qualimapBAMqc/shard-2/R20022112-Nova123-B131005_combined.sorted_bamqc/raw_data_qualimapReport/coverage_histogram.txt
Post-alignment Quality Control	insert_size_histogram	Quartet_DNA_ILM_XTen_NVG_LCL6_3_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-9/Quartet_DNA_ILM_XTen_NVG_LCL6_3_20170531.sorted.deduped/raw_data_qualimapReport/insert_size_histogram.txt
Post-alignment Quality Control	insert_size_histogram	Quartet_DNA_ILM_XTen_NVG_LCL8_2_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-7/Quartet_DNA_ILM_XTen_NVG_LCL8_2_20170531.sorted.deduped/raw_data_qualimapReport/insert_size_histogram.txt
Post-alignment Quality Control	insert_size_histogram	Quartet_DNA_ILM_XTen_NVG_LCL5_1_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-0/Quartet_DNA_ILM_XTen_NVG_LCL5_1_20170531.sorted.deduped/raw_data_qualimapReport/insert_size_histogram.txt
Post-alignment Quality Control	insert_size_histogram	Quartet_DNA_ILM_XTen_NVG_LCL6_1_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-1/Quartet_DNA_ILM_XTen_NVG_LCL6_1_20170531.sorted.deduped/raw_data_qualimapReport/insert_size_histogram.txt
Post-alignment Quality Control	insert_size_histogram	Quartet_DNA_ILM_XTen_NVG_LCL7_2_20170531	/Users/yaqing/Documents/Program/quartet-dna/app-output/call-qualimap/shard-6/Quartet_DNA_ILM_XTen_NVG_LCL7_2_20170531.sorted.deduped/raw_data_qualimapReport/insert_size_histogram.txt
